"ID","NAME","BALANCE"
992,"ERNEST BOYARSKI",15584.87
997,"NOLAN ILLE",121601.51
999,"EILEEN MILLOTT",85902.79
117,"TOM CAN",163177.48
120,"SPRING JESSAMY",183567.15
122,"GINA MAKOWSKI",18068.19
124,"PATRICIA WILSON",24974.6
126,"SHAQUANA CARNEY",139399.95
130,"STEPHEN BUTLER",88455.67
131,"PEI JOLINE",163162.76
133,"MARYANNE KARRO",63785.02
135,"VIRGIE BREEDEN",143700.03
139,"LIANE TURNNER",16785.59
141,"LETTY RICCARDO",72172.09
143,"SON MCLAGAN",82032.38
144,"KIRSTIN MECKLER",35042.04
148,"LAQUANDA RUHOFF",123741.87
150,"BOYD REARDEN",76762.58
152,"LANETTE ALKEN",93122.95
154,"WINFORD BARRIERE",193180.93
157,"DANILLE VERBECK",81534.8
159,"CHRIS LAMBRAKIS",136178.23
161,"FONDA PACKINGHAM",174027.5
163,"ANTON MEW",86574.39
167,"TYRA OGARA",182719.57
169,"WINTER PICKENPAUGH",68628.89
170,"GUILLERMO REMSBURG",159632.84
172,"WITNEY ROCKWELL",62043.37
176,"SOPHIA BRUKER",141560.7
178,"FRANCE ZOSEL",31241.1
180,"DINAH PAREDES",11813.57
182,"VERONA AINGE",53798.23
183,"DANYEL GATLING",117934
187,"DAVE GROSECLOSE",159311.75
189,"LEON SCHOEPFER",31832.51
191,"TIMOTHY THURMER",138405.74
193,"DORIA ARCE",118851.47
196,"AUGUST RUPEL",198172.15
198,"VERDA PUCHALLA",40588.55
200,"CAROLYNE CENTORE",104910.9
202,"LUCINDA DEMASI",180822.28
204,"IVANA GARDUNIO",198194.5
207,"SHANON MCCARTER",57482.64
209,"PASTY KIRSCHKE",63167.35
211,"TOCCARA KONWINSKI",8765.81
213,"SVETLANA MAZELLA",22512.54
215,"LUIGI NORED",3136.31
219,"CHADWICK HENSCHEID",137204.98
220,"JESSE ROOKSTOOL",12190.91
222,"OLINDA LANGILL",131173.46
224,"JANITA ESKARAN",787.76
226,"EDWARDO SHOUTS",93503.5
230,"JOLIE MICALIZZI",3891.09
232,"VERNITA KULIK",64662.38
233,"TERRESA HANHARDT",104723.46
235,"HAYWOOD BURD",94926.13
237,"SANDRA BENNETT",155413.6
241,"TOMASA OROUKE",134619.6
243,"ISMAEL OTHER",33013.04
245,"GINGER ZORMAN",41344.13
246,"BARBIE ROEVER",66774.56
248,"THERESIA DULEY",4621.41
252,"DANIELL GRUMNEY",169704.93
254,"JULES RUFFIN",91295.11
256,"GERALD EVANS",33769.49
259,"LILLIA TALBOTT",62357.09
261,"PALMIRA LETRAN",134372.74
263,"JONNIE SPELLANE",84261.91
265,"FLORANCE BATEMAN",143957.03
267,"ELDEN BUFTON",10773.66
271,"LLOYD SHACKLEY",91041.44
272,"LAKESHIA IGNOWSKI",162669.16
274,"RUTHE NISHIOKA",84024.41
276,"SHAD SIMONETTA",113411.69
280,"TIMIKA WOMBLES",162314.57
282,"TISH STAPLETON",12501.33
681,"JANINE PRUDOM",13580.41
688,"CORNELL PRATICO",178033.74
694,"DARIUS ULERY",41051.75
701,"JULIEN GIRARDI",21501.67
707,"FIDEL CREPS",170432.43
714,"RUFUS MORAIS",131016.83
720,"PAMELA FENSTERMAKER",104003.54
729,"ANNELIESE NAMDAR",187980.83
736,"DENISE WHITE",187701.11
742,"CARLOTTA ACHENBACH",74414.82
751,"OLIVER DAMOUR",156810.1
757,"DORIA ARCE",139664.48
762,"FRED FONTAIN",10992.64
768,"ROSAURA GUILLOTTE",30327.87
777,"MARTINE FORBS",149049.6
783,"XAVIER BETHEL",120221.77
790,"PIEDAD HALPAINY",194629.74
796,"WINFRED SOHN",21194.55
803,"DAVE GROSECLOSE",191184.91
812,"PATRICE BECH",74611.74
816,"HAROLD GRIFFIN",87031.1
825,"INEZ YAMNITZ",138994.33
829,"LIBBY KRAUSS",149585.88
835,"MARGARET VALLARTA",182852.37
844,"EDRIS LIFFORD",38437.06
851,"BRANDY GENCO",186913.03
857,"SHAN DILTS",15860.81
879,"EFFIE REINHOLT",26109.65
882,"KENDRICK CARABALLO",74319.21
886,"DONNA PERRINE",38039.72
889,"JUSTIN MCCALLISTER",7042.78
893,"AZALEE GOODWATER",15646.66
897,"PEARLINE WEINBAUER",91839.32
900,"GARY BARTON",73384.36
903,"RUTHE NISHIOKA",149632.85
906,"ANGELA GUGINO",176514.28
909,"CAROL METRICK",94437.19
912,"ARTHUR HILL",41668.69
915,"BEATRIS IRAHETA",77265.43
918,"EMMETT GOLZ",121451.18
921,"SABRA FRIEDRICHS",101942.59
924,"HYRUM GOODSPEED",11902.22
928,"VERNON MORENCE",187038.13
931,"LUCRETIA KIRCHER",29360.85
935,"HAYWOOD BURD",19862.18
938,"YUONNE RILES",70793.15
940,"LUELLA PRAYTOR",165707.13
944,"JOSEFA SHILT",149954.65
946,"DARRON COMPO",38251.53
949,"SUZANNE GITTO",166372.28
952,"LANI WINWARD",193681.92
955,"RUSSEL HEINZELMAN",85186.58
959,"ISIAH DESORCY",105854.33
962,"JOSH VANDERSTELT",154181.45
965,"ROSARIA SIDLES",13129.23
969,"FELIX FOX",28923.62
971,"CALLIE ANTRONICA",19093.24
974,"EDIE TAVERNIER",74720.71
978,"SHAINA CUFFIA",168416.46
984,"STEVEN BROWN",132078.83
988,"SHAMIRA HAIR",180720.05
995,"TOMIKO LANDFAIR",114447.43
118,"DARREN SETTLER",125616.52
128,"YURI BURGHARD",141847.71
137,"TASHA COBB",10061.69
146,"LEXIE MAGEE",66215.67
156,"REINALDO FELTNER",108065.11
165,"PATRICE BECH",147606.3
174,"CHRISTOPHER ALLEN",176206.71
185,"DENNIS LOPEZ",160840.95
195,"DANYELLE SONGSTER",93042.35
206,"DORATHY HUTCHINGS",110234.41
217,"VINCENT HIBBERD",22081.03
228,"GRANVILLE MCMURRIN",99032.79
239,"NORMA ROBINSON",63759.92
250,"MILO MANONI",42593.34
258,"MIREILLE PAULEY",12976.01
269,"DANIKA KERANS",191385.38
278,"YUONNE RILES",153651.62
42,"SHANI MOUA",24949.26
44,"DANNA LUSE",98351.09
47,"JOAN VARNELL",40321.34
49,"JONATHAN COLEMAN",35874.83
53,"SYLVIE KOLLMAN",114535.11
56,"FLORETTA CATLIN",96219.49
59,"TWANDA GRIDER",65370.92
62,"THEOLA GUAGLIANO",84628.94
65,"HOLLIS JONDAHL",38354.42
68,"SHANDI COATLEY",43890.69
71,"TAMIKA HU",167756.77
73,"BERNARDO PHOENIX",114797.27
77,"PAZ MONTILLA",182518.85
79,"BRODERICK FAUR",60725.44
83,"JARED SIETZ",32843.05
85,"TYRELL ZUELKE",156820.27
88,"MARTH HUISH",132966.13
90,"POLLY BETRAN",27118.99
93,"OLLIE EGERT",186244.47
96,"ANTOINE APPLONIE",162697.29
99,"DANIELE THORSTEN",142141.79
103,"MARGOT MORIN",197495.95
106,"HYRUM GOODSPEED",52214.17
109,"EDNA FOWLSTON",156538.36
112,"ANTONETTA PINSKY",149800.19
115,"DOMINGO MORANO",103608.46
123,"DANIEL STRONG",120158.74
129,"RUSS VIOX",86958.24
134,"TODD SARTORIO",106603.5
140,"JARRED ISRAELSEN",78907.6
147,"NUMBERS HITZLER",199892.79
155,"TWILA COOLBETH",58221.39
162,"WILLIE CUNNINGHAM",60756.13
171,"GARY JENKINS",195495.2
177,"JEANNETTE HUNT",9220.85
184,"EDDIE DIETRICK",131007.56
190,"HASSIE GROGAN",125377.49
197,"ELIZABETH MARTINEZ",59805.65
205,"ROSEMARIE STEFANICH",180953.65
214,"CAMILA HILLWIG",52106.96
221,"DARCEL IGUS",62550.04
227,"NELSON KOSCHNITZKI",120025.3
236,"SANDY HEFFREN",14208.29
242,"STACIA GOLEMBA",2925.07
249,"LETTY HARIS",16184.07
255,"DELAINE UNTALAN",122294.77
262,"HEDWIG TALYOR",147124.06
268,"CHERYL PHILLIPS",135664.76
277,"EDRIS LIFFORD",57649.62
283,"JOLENE JOHANNESEN",101824.13
290,"DEBORAH TAYLOR",34137.41
299,"BELEN OGDEN",44631.63
303,"BARRETT HAYFORD",145115.85
312,"KISHA LEVEN",168071.78
316,"DARWIN DYKE",75889.73
323,"PATRINA ALMSTEADT",137367.67
331,"CLIFTON FALLDORF",197909.48
338,"GILBERTO WEIBEL",117412.59
344,"ROSEANNE LANTGEN",34386.15
353,"EDYTH SPINDLE",180582.33
359,"EDIE TAVERNIER",19651.2
366,"RUTHIE GERLACH",48620.02
372,"FLORIDA GILLIAND",173497.7
381,"PHYLIS ANDONIAN",106753.56
388,"SHAKITA SABLOCK",171983.03
396,"CLINTON BJERKE",146728.76
403,"HAROLD GRIFFIN",117828.34
409,"JON FOTE",7204.57
414,"IVETTE CORRETT",175371.14
420,"LUCRETIA KIRCHER",102055.15
429,"STEPHANIE VACCARELLO",133719.27
453,"OTHA MURTON",115141.01
455,"DELBERT KHATAK",77170.88
458,"ROY NONDORF",114374.46
461,"LAVETA WIDA",83780.04
464,"JUDSON KANTZ",102148.4
467,"RUPERT TARDY",8248.3
470,"GLENN CONEYS",71934.3
472,"JONATHON BOTNER",142561.45
476,"ARTHUR HILL",178143.98
478,"CAROLYN WOOD",30731.95
481,"KENNY CAMPOBASSO",145214.13
485,"ANDRIA MYLES",46622.88
488,"ALVIN GAGNER",162511.21
491,"AUGUST AROURI",56223.4
494,"HEIDY ROCKELMAN",65937.16
497,"BEVERLY HUGHES",193796.37
500,"LUCIANO LINGENFELTER",10805.47
504,"PAUL KELCOURSE",63086.46
507,"LUCIENNE BINSFELD",64474.27
511,"CELINDA MONK",179502.16
514,"JOSH VANDERSTELT",27897.48
517,"JARROD SEIDMAN",9458.74
521,"ERICK HICKOCK",57575.42
524,"DARCY PAPEN",110608.54
526,"STACY DALL",199986.16
529,"BROOKS CRAKER",199041.35
532,"VICTOR MORRIS",28233.13
535,"ANTONIO KOPER",61700.78
538,"ROSANNA SWASEY",52759.71
541,"XAVIER BETHEL",135991.13
544,"CARTER SACARELLO",41704.02
548,"EDWIN FANNINGS",181657.85
553,"TIFFANY PENA",148062.87
560,"THERESSA FORGEY",45181.3
566,"ROSELLE DUIS",197712.53
573,"DANN WIDERSKI",88335.47
579,"BARABARA SUDERS",183985.59
586,"DANTE MOOE",41202.94
592,"JUDY SKAPURA",80557.19
597,"HARRY POWELL",143798.3
603,"TYISHA MAASKE",40451.29
610,"BELLA OSTERFELD",55673.79
618,"LORILEE BAUTISTA",90432.96
625,"DARREL OYSTER",176581.27
631,"ADAM WALKER",153326.29
638,"CLEVELAND GASSERT",158226.9
647,"ZAVERT ZIMMER",189911.87
653,"STAR DICHIARO",135212.24
660,"SABRINA STOJANOVIC",161213.34
668,"ALEX BINETTE",109410.47
673,"NORBERTO FEBRE",27093.97
